file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/web/dwr/beans/SpinwaveSensorListener.java,com.serotonin.mango.web.dwr.beans.SpinwaveSensorListener,class,9,12,3,9,12,1,0,13,1,0.67999995,0.0,0.0,10,0,9,1,0,0,9,0,0,0,5,0,0,5,0,0,4,0,1,59,3,0,1,1,0,6,0,10,0,6,1,1,0,0,41,1,0
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/rt/dataSource/meta/ResultTypeException.java,com.serotonin.mango.rt.dataSource.meta.ResultTypeException,class,2,3,1,2,1,4,0,0,0,1.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,6,0,0,0,0,0,0,1,1,0,1,0,0,0,0,13,1,0
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/db/upgrade/Upgrade0_7_0.java,com.serotonin.mango.db.upgrade.Upgrade0_7_0$DataPointRowMapper,innerclass,16,16,0,16,22,1,0,46,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,136,1,0,0,0,0,4,52,28,33,21,2,0,0,0,66,0,0
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/rt/maint/work/ReportWorkItem.java,com.serotonin.mango.rt.maint.work.ReportWorkItem,class,25,26,1,25,25,1,0,63,4,0.5333333,0.0,0.0,5,1,3,2,0,0,3,0,0,0,6,1,0,3,0,3,1,0,10,127,2,3,4,4,0,19,5,31,11,26,4,1,0,0,89,1,6
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/rt/dataSource/virtual/RandomBooleanChangeRT.java,com.serotonin.mango.rt.dataSource.virtual.RandomBooleanChangeRT,class,3,4,1,3,1,2,0,1,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/rt/maint/VersionCheck.java,com.serotonin.mango.rt.maint.VersionCheck,class,22,23,1,22,40,2,0,55,43,0.84999996,0.0,0.0,10,8,5,5,0,0,5,0,0,0,4,4,0,4,0,0,2,0,25,140,12,5,7,4,1,16,13,28,6,24,4,1,1,0,107,1,0
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/view/stats/DataQuantizerCallback.java,com.serotonin.mango.view.stats.DataQuantizerCallback,interface,1,5,4,1,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/web/filter/WebContextFilter.java,com.serotonin.mango.web.filter.WebContextFilter,class,1,1,0,1,3,1,0,4,1,0.5,0.0,0.0,3,0,3,0,0,0,3,0,0,0,2,0,0,2,0,0,1,0,0,18,0,0,0,1,0,0,0,2,0,2,1,0,0,0,21,1,0
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/rt/dataSource/onewire/OneWirePointLocatorRT.java,com.serotonin.mango.rt.dataSource.onewire.OneWirePointLocatorRT,class,3,5,2,3,4,2,0,3,0,0.375,0.0,0.0,4,0,4,0,0,0,4,0,0,0,2,0,0,2,0,0,2,0,1,17,3,0,0,0,0,0,0,2,0,2,0,0,0,0,18,1,0
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/rt/event/detectors/StateChangeCountDetectorRT.java,com.serotonin.mango.rt.event.detectors.StateChangeCountDetectorRT,class,8,9,1,8,14,4,0,25,18,0.75,0.0,0.0,8,0,6,2,0,0,6,0,0,0,4,0,0,4,0,0,2,0,1,60,2,2,0,0,0,7,4,8,4,6,3,0,0,0,98,1,1
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/web/mvc/controller/SqlController.java,com.serotonin.mango.web.mvc.controller.SqlController,class,14,15,1,14,6,7,0,15,1,0.5,0.0,0.0,3,0,1,0,2,0,3,0,0,0,2,1,0,2,0,0,1,0,5,58,2,0,0,1,0,4,0,6,0,6,2,1,0,0,39,1,1
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/vo/dataSource/DataSourceVO.java,com.serotonin.mango.vo.dataSource.DataSourceVO$Type$Anonymous9,anonymous,2,2,0,2,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-1,0
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/rt/dataSource/galil/GalilRequest.java,com.serotonin.mango.rt.dataSource.galil.GalilRequest,class,2,5,3,2,3,1,0,1,1,0.33333334,0.0,0.0,3,0,3,0,0,0,3,0,0,0,1,0,0,1,0,0,1,0,0,12,2,0,0,0,0,1,0,1,1,1,0,0,0,0,12,1,0
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/vo/dataSource/DataSourceVO.java,com.serotonin.mango.vo.dataSource.DataSourceVO$Type$Anonymous8,anonymous,2,2,0,2,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-1,0
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/rt/dataImage/types/ImageValue.java,com.serotonin.mango.rt.dataImage.types.ImageValue,class,8,18,10,8,47,2,0,21,254,0.84523803,0.0,0.0,28,1,28,0,0,0,28,0,0,0,6,3,1,5,0,0,3,0,7,134,27,0,14,3,2,8,12,25,5,14,2,0,0,0,84,1,0
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/vo/dataSource/DataSourceVO.java,com.serotonin.mango.vo.dataSource.DataSourceVO$Type$Anonymous7,anonymous,2,2,0,2,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-1,0
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/vo/dataSource/virtual/NoChangeVO.java,com.serotonin.mango.vo.dataSource.virtual.NoChangeVO,class,5,6,1,5,5,2,0,2,8,0.73333335,0.0,0.0,5,0,3,2,0,0,3,0,0,0,3,3,1,2,0,0,3,0,0,20,3,0,0,0,0,1,2,3,0,3,0,0,0,0,33,1,0
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/vo/DataPointVO.java,com.serotonin.mango.vo.DataPointVO$LoggingTypes,interface,0,0,0,0,0,1,0,0,0,NaN,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,5,5,0,5,0,0,0,0,16,1,0
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/rt/dataSource/persistent/DoAbortException.java,com.serotonin.mango.rt.dataSource.persistent.DoAbortException,class,1,2,1,1,2,3,0,0,0,0.5,0.0,0.0,2,0,2,0,0,0,2,0,0,0,2,1,0,2,0,0,2,0,0,10,1,0,0,0,0,0,1,2,0,2,0,0,0,0,15,1,0
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/Common.java,com.serotonin.mango.Common$TimePeriods,interface,0,0,0,0,0,1,0,0,0,NaN,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,10,0,0,0,0,0,0,8,8,0,8,0,0,0,0,19,1,0
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/db/BasePooledAccess.java,com.serotonin.mango.db.BasePooledAccess,class,11,14,3,11,16,2,2,32,20,0.61111116,0.0,0.0,9,0,5,0,4,0,9,1,0,0,2,0,0,1,1,0,1,0,5,73,3,2,1,3,1,11,4,9,5,8,2,0,0,0,63,1025,4
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/rt/publish/persistent/PacketType.java,com.serotonin.mango.rt.publish.persistent.PacketType,enum,2,5,3,2,13,1,0,0,0,0.0,0.0,0.0,3,1,2,1,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,21,11,0,10,0,0,1,10,1,1,1,1,0,0,0,30,1,0
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/view/component/ViewComponent.java,com.serotonin.mango.view.component.ViewComponent,class,35,46,11,35,59,1,3,34,400,0.86742425,0.0,0.0,33,4,26,2,4,1,31,5,0,0,8,3,0,8,0,0,2,0,9,175,28,1,19,1,0,14,6,23,2,17,4,0,1,0,103,1025,0
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/web/dwr/BaseDwr.java,com.serotonin.mango.web.dwr.BaseDwr,class,31,56,25,31,47,1,20,72,180,0.9166667,0.0,0.0,20,2,6,0,14,0,20,0,0,0,6,4,3,0,3,0,3,0,21,173,13,4,12,2,0,28,4,36,3,30,3,0,0,0,149,1025,0
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/web/dwr/beans/CustomComponentState.java,com.serotonin.mango.web.dwr.beans.CustomComponentState,class,3,7,4,3,14,1,0,2,12,0.6296297,0.0,0.0,9,0,9,0,0,0,9,0,0,0,3,0,0,3,0,0,0,0,2,38,5,0,2,1,0,0,0,5,0,3,1,0,0,0,30,1,0
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/view/graphic/AnalogImageSetRenderer.java,com.serotonin.mango.view.graphic.AnalogImageSetRenderer,class,5,8,3,5,16,3,0,9,0,0.6,0.0,0.0,9,1,7,2,0,0,7,0,0,0,5,3,0,5,0,0,2,0,0,48,8,0,5,0,3,4,8,12,5,8,1,0,0,0,42,1,0
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/web/dwr/beans/EBI25InterfaceReader.java,com.serotonin.mango.web.dwr.beans.EBI25InterfaceReader,class,25,27,2,25,34,1,0,98,65,0.83030313,0.0,0.0,15,0,10,5,0,0,10,0,0,0,11,1,0,11,0,0,2,0,32,208,15,5,5,2,1,48,11,47,12,31,2,0,0,0,98,1,4
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/ImageSaveException.java,com.serotonin.mango.ImageSaveException,class,0,1,1,0,1,4,0,0,0,1.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,6,0,0,0,0,0,0,1,1,0,1,0,0,0,0,15,1,0
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/rt/dataSource/NoMatchException.java,com.serotonin.mango.rt.dataSource.NoMatchException,class,2,4,2,2,1,4,0,0,0,1.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,6,0,0,0,0,0,0,1,1,0,1,0,0,0,0,13,1,0
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/rt/maint/work/ReportWorkItem.java,com.serotonin.mango.rt.maint.work.ReportWorkItem$Anonymous1,anonymous,1,1,0,1,3,1,0,3,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,2,0,0,1,0,2,0,0,0,7,-1,1
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/web/servlet/BaseInfoServlet.java,com.serotonin.mango.web.servlet.BaseInfoServlet,class,0,4,4,0,3,3,4,2,0,1.0,NaN,NaN,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,12,2,0,1,1,0,0,1,2,0,2,2,0,0,0,27,1025,0
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/rt/dataSource/nmea/NmeaMessageListener.java,com.serotonin.mango.rt.dataSource.nmea.NmeaMessageListener,interface,2,5,3,2,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/rt/dataSource/meta/MetaPointExecutionException.java,com.serotonin.mango.rt.dataSource.meta.MetaPointExecutionException,class,1,3,2,1,2,4,0,0,0,0.5,0.0,0.0,2,0,2,0,0,0,2,0,0,0,2,1,0,2,0,0,2,0,0,10,1,0,0,0,0,0,1,2,0,2,0,0,0,0,17,1,0
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/web/dwr/DataSourceEditDwr.java,com.serotonin.mango.web.dwr.DataSourceEditDwr$Anonymous3,anonymous,4,4,0,4,3,1,0,5,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,2,0,0,0,0,2,0,2,1,0,0,0,13,-1,0
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/web/dwr/DataSourceEditDwr.java,com.serotonin.mango.web.dwr.DataSourceEditDwr$Anonymous2,anonymous,1,1,0,1,2,1,0,2,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,-1,0
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/db/upgrade/Upgrade0_10_0.java,com.serotonin.mango.db.upgrade.Upgrade0_10_0,class,3,3,0,3,2,4,0,7,1,0.5,0.0,0.0,2,0,1,0,1,0,2,0,0,0,2,1,0,2,0,0,1,0,1,14,1,0,0,0,0,3,0,3,0,3,0,0,0,0,25,1,1
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/rt/maint/work/EmailWorkItem.java,com.serotonin.mango.rt.maint.work.EmailWorkItem,class,8,11,3,8,13,1,0,16,13,0.6666667,0.0,0.0,6,4,6,0,0,0,6,0,0,0,5,0,0,5,0,0,0,0,13,52,1,3,2,1,0,3,2,14,0,11,3,0,0,0,38,1,0
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/rt/dataSource/galil/OutputPointTypeRT.java,com.serotonin.mango.rt.dataSource.galil.OutputPointTypeRT,class,6,7,1,6,7,2,0,5,0,0.2,0.0,0.0,5,0,4,0,1,0,5,0,0,0,1,0,0,1,0,0,1,0,0,22,5,0,0,0,1,6,0,2,3,2,1,0,0,0,29,1,0
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/vo/publish/httpSender/HttpPointVO.java,com.serotonin.mango.vo.publish.httpSender.HttpPointVO,class,4,6,2,4,7,2,0,6,0,0.5416667,0.0,0.0,6,0,4,2,0,0,4,0,0,0,4,2,0,4,0,0,2,0,2,30,2,0,1,0,0,0,3,7,0,5,1,0,0,0,32,1,0
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/db/upgrade/Upgrade1_8_0.java,com.serotonin.mango.db.upgrade.Upgrade1_8_0,class,1,1,0,1,2,4,0,3,1,0.0,0.0,0.0,2,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,2,0,1,0,1,0,0,0,0,20,1,0
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/util/mindprod/StripEntities.java,com.serotonin.mango.util.mindprod.StripEntities,class,2,4,2,2,69,1,0,31,108,0.87254906,0.0,0.0,17,17,13,3,1,0,15,0,0,0,6,6,3,3,0,0,5,0,26,229,29,7,11,1,5,282,299,55,19,36,5,0,0,0,266,1,0
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/db/upgrade/Upgrade1_8_3.java,com.serotonin.mango.db.upgrade.Upgrade1_8_3,class,11,12,1,11,9,4,0,19,3,0.6666667,0.0,0.0,3,0,1,1,1,0,2,0,0,0,5,4,0,5,0,0,1,0,1,49,1,5,0,1,0,45,1,17,0,13,1,0,0,0,91,1,3
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/db/upgrade/Upgrade1_8_2.java,com.serotonin.mango.db.upgrade.Upgrade1_8_2,class,1,1,0,1,2,4,0,3,1,0.0,0.0,0.0,2,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,2,0,1,0,1,0,0,0,0,20,1,0
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/rt/dataSource/meta/MetaDataSourceRT.java,com.serotonin.mango.rt.dataSource.meta.MetaDataSourceRT,class,9,12,3,9,12,2,0,13,22,0.825,0.0,0.0,8,0,6,1,0,1,7,0,0,1,5,3,3,2,0,0,4,0,2,53,0,1,3,0,1,3,3,10,0,9,2,0,0,0,61,1,0
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/db/upgrade/Upgrade1_8_1.java,com.serotonin.mango.db.upgrade.Upgrade1_8_1,class,1,1,0,1,2,4,0,3,1,0.0,0.0,0.0,2,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,2,0,1,0,1,0,0,0,0,20,1,0
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/web/dwr/PointLinksDwr.java,com.serotonin.mango.web.dwr.PointLinksDwr,class,19,20,1,19,24,2,0,47,15,0.0,0.0,0.0,6,0,5,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,84,6,3,5,1,0,14,2,24,0,18,5,0,0,0,57,1,0
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/web/dwr/ViewDwr.java,com.serotonin.mango.web.dwr.ViewDwr,class,39,41,2,39,109,2,0,120,561,0.0,0.0,0.0,34,0,25,9,0,0,25,0,0,0,0,0,0,0,0,0,0,0,12,363,28,11,22,1,5,55,9,76,2,72,6,0,0,0,177,1,0
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/rt/event/schedule/ScheduledEventRT.java,com.serotonin.mango.rt.event.schedule.ScheduledEventRT,class,14,16,2,14,33,2,0,37,13,0.72727275,0.0,0.0,11,0,9,2,0,0,9,0,0,1,6,1,0,6,0,0,2,0,2,109,8,0,10,2,0,14,4,23,0,16,7,0,0,0,65,1,0
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/web/mvc/controller/WebcamLiveFeedController.java,com.serotonin.mango.web.mvc.controller.WebcamLiveFeedController,class,6,6,0,6,2,6,0,7,0,0.0,NaN,NaN,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,11,1,0,0,0,2,3,0,4,0,4,1,0,0,0,38,1,0
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/view/component/CompoundChild.java,com.serotonin.mango.view.component.CompoundChild,class,4,5,1,4,7,1,0,2,0,0.55,0.0,0.0,5,0,5,0,0,0,5,0,0,0,4,0,0,4,0,0,4,0,0,26,6,0,1,0,1,0,0,4,0,4,1,0,0,0,20,1,0
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/util/DocumentationManifest.java,com.serotonin.mango.util.DocumentationManifest,class,4,6,2,4,6,1,0,9,0,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,19,2,3,0,0,0,5,0,5,1,5,2,0,0,0,21,1,0
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/web/dwr/CompoundEventsDwr.java,com.serotonin.mango.web.dwr.CompoundEventsDwr,class,15,15,0,15,16,2,0,41,10,0.0,0.0,0.0,5,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,7,67,5,3,1,0,0,10,1,12,0,12,3,0,0,0,53,1,0
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/vo/report/ReportPointInfo.java,com.serotonin.mango.vo.report.ReportPointInfo,class,2,6,4,2,17,1,0,0,112,0.867647,0.0,0.0,17,0,17,0,0,0,17,0,0,0,8,0,0,8,0,0,0,0,0,61,9,0,0,0,0,1,0,8,1,8,0,0,0,0,30,1,0
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/rt/dataSource/galil/PointTypeRT.java,com.serotonin.mango.rt.dataSource.galil.PointTypeRT,class,5,19,14,5,13,1,5,4,53,0.8636364,0.0,0.0,11,0,6,0,5,0,11,4,2,0,2,1,0,2,0,0,2,0,1,35,8,0,2,0,4,2,0,6,16,6,1,0,0,0,41,1025,0
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/rt/dataSource/meta/AbstractPointWrapper.java,com.serotonin.mango.rt.dataSource.meta.AbstractPointWrapper,class,5,12,7,5,17,1,3,8,85,0.8571428,0.0,0.0,14,0,11,1,1,1,13,0,0,0,2,0,0,0,2,0,0,0,0,55,16,0,3,0,0,0,3,6,1,6,1,0,0,0,33,1025,0
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/db/dao/EventDao.java,com.serotonin.mango.db.dao.EventDao$UserPendingEventRetriever,innerclass,1,1,0,1,2,1,0,2,0,0.0,0.0,0.0,2,0,1,0,0,1,2,0,0,0,1,0,0,1,0,0,1,0,1,9,0,0,0,0,0,0,1,1,0,1,0,0,0,0,11,0,0
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/web/servlet/ReportExportServlet.java,com.serotonin.mango.web.servlet.ReportExportServlet,class,1,1,0,1,1,4,0,1,0,1.0,NaN,NaN,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,6,0,0,0,0,0,0,1,1,0,1,0,0,0,0,20,1,0
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/rt/dataSource/meta/WrapperContext.java,com.serotonin.mango.rt.dataSource.meta.WrapperContext,class,2,10,8,2,10,1,0,5,33,0.6,0.0,0.0,10,0,9,0,0,1,10,0,0,0,1,0,0,1,0,0,1,0,3,36,9,0,0,0,0,2,3,4,3,4,0,0,0,0,19,0,0
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/vo/dataSource/virtual/RandomAnalogChangeVO.java,com.serotonin.mango.vo.dataSource.virtual.RandomAnalogChangeVO,class,7,10,3,7,12,2,0,8,7,0.70909095,0.0,0.0,11,0,9,2,0,0,9,0,0,0,5,3,1,4,0,0,3,0,0,51,5,0,1,0,0,5,3,9,0,7,1,0,0,0,47,1,0
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/db/dao/PointValueDao.java,com.serotonin.mango.db.dao.PointValueDao,class,35,47,12,35,86,3,0,75,519,0.9464286,0.0,0.0,35,0,24,8,0,3,27,0,0,0,8,8,0,8,0,0,7,0,8,441,34,6,21,5,5,53,30,64,27,44,5,2,5,0,232,1,0
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/rt/dataSource/ebro/EBI25Constants.java,com.serotonin.mango.rt.dataSource.ebro.EBI25Constants,class,14,20,6,14,28,1,0,21,93,0.936,0.0,0.0,15,15,14,1,0,0,15,0,0,0,25,25,24,1,0,0,25,0,8,95,14,1,4,0,4,7,25,28,6,28,2,0,0,0,80,1,0
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/web/filter/ExceptionDetectionFilter.java,com.serotonin.mango.web.filter.ExceptionDetectionFilter,class,7,8,1,7,5,1,0,4,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,20,1,0,0,1,1,1,0,3,0,2,2,0,0,0,24,1,1
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/web/dwr/MiscDwr.java,com.serotonin.mango.web.dwr.MiscDwr,class,37,39,2,37,90,2,0,135,253,0.95652187,0.0,0.0,23,2,17,6,0,0,17,0,0,0,7,3,1,6,0,0,7,0,23,348,15,11,26,3,3,59,18,95,11,80,7,0,0,0,166,1,1
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/vo/dataSource/galil/InputPointTypeVO.java,com.serotonin.mango.vo.dataSource.galil.InputPointTypeVO,class,12,15,3,12,34,2,0,17,71,0.763285,0.0,0.0,23,0,21,2,0,0,21,0,0,0,9,3,0,9,0,0,3,0,0,119,10,0,3,0,0,27,12,25,0,12,2,0,0,0,74,1,0
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/web/taglib/ViewTagSupport.java,com.serotonin.mango.web.taglib.ViewTagSupport,class,4,7,3,4,4,2,3,5,1,1.0,0.0,0.0,2,0,0,0,2,0,2,0,0,0,1,1,0,1,0,0,1,0,1,14,2,0,2,0,0,3,1,3,1,3,1,0,0,0,37,1025,0
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/vo/event/MaintenanceEventVO.java,com.serotonin.mango.vo.event.MaintenanceEventVO,class,21,26,5,21,124,1,0,34,1489,0.9320989,0.0,0.0,63,0,57,6,0,0,58,0,0,0,36,12,10,26,0,0,11,0,28,346,48,0,39,4,0,111,37,66,8,46,7,0,0,0,107,1,0
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/rt/dataImage/types/MangoValue.java,com.serotonin.mango.rt.dataImage.types.MangoValue,class,8,78,70,8,24,1,5,5,66,0.0,0.0,0.0,12,3,12,0,0,0,12,9,0,0,0,0,0,0,0,0,0,0,3,42,12,0,2,1,1,5,0,0,2,0,2,0,0,0,41,1025,0
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/view/graphic/BasicImageRenderer.java,com.serotonin.mango.view.graphic.BasicImageRenderer,class,3,5,2,3,6,2,0,3,2,0.6,0.0,0.0,5,1,3,2,0,0,3,0,0,0,3,3,0,3,0,0,2,0,0,22,3,0,1,0,0,3,3,4,0,4,1,0,0,0,31,1,0
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/vo/dataSource/spinwave/SpinwaveV1PointLocatorVO.java,com.serotonin.mango.vo.dataSource.spinwave.SpinwaveV1PointLocatorVO,class,8,11,3,8,19,3,0,11,19,0.78571427,0.0,0.0,7,2,5,2,0,0,5,0,0,0,2,2,0,2,0,0,2,0,2,49,16,0,10,0,0,5,3,4,0,4,2,0,1,0,45,1,0
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/vo/DataPointExtendedNameComparator.java,com.serotonin.mango.vo.DataPointExtendedNameComparator,class,3,4,1,3,2,1,0,3,0,1.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,7,2,0,0,0,0,0,1,1,0,1,1,0,0,0,12,1,0
